sr50_2016t,sr50_2016,sr50_2017t,sr50_2017,sr50_2018t,sr50_2018,sr50_2019t,sr50_2019,sr50_2020t,sr50_2020
2016-07-12 4:45,2.129,2017-07-12 4:45,NaN,2018-07-12 4:45,2.16,2019-07-12 4:45,1.453,2020-07-12 4:45,NaN
2016-07-12 5:00,2.129,2017-07-12 5:00,NaN,2018-07-12 5:00,2.167,2019-07-12 5:00,1.452,2020-07-12 5:00,NaN
2016-07-12 5:15,2.13,2017-07-12 5:15,NaN,2018-07-12 5:15,2.165,2019-07-12 5:15,1.453,2020-07-12 5:15,NaN
2016-07-12 5:30,2.126,2017-07-12 5:30,NaN,2018-07-12 5:30,2.171,2019-07-12 5:30,1.454,2020-07-12 5:30,NaN
2016-07-12 5:45,2.131,2017-07-12 5:45,NaN,2018-07-12 5:45,2.169,2019-07-12 5:45,1.451,2020-07-12 5:45,NaN
2016-07-12 6:00,2.13,2017-07-12 6:00,NaN,2018-07-12 6:00,2.17,2019-07-12 6:00,1.454,2020-07-12 6:00,NaN
2016-07-12 6:15,2.129,2017-07-12 6:15,NaN,2018-07-12 6:15,2.165,2019-07-12 6:15,1.447,2020-07-12 6:15,NaN
2016-07-12 6:30,2.129,2017-07-12 6:30,NaN,2018-07-12 6:30,2.169,2019-07-12 6:30,1.455,2020-07-12 6:30,NaN
2016-07-12 6:45,2.13,2017-07-12 6:45,NaN,2018-07-12 6:45,2.168,2019-07-12 6:45,1.451,2020-07-12 6:45,NaN
2016-07-12 7:00,2.13,2017-07-12 7:00,NaN,2018-07-12 7:00,2.163,2019-07-12 7:00,1.447,2020-07-12 7:00,NaN
2016-07-12 7:15,2.132,2017-07-12 7:15,NaN,2018-07-12 7:15,2.166,2019-07-12 7:15,1.453,2020-07-12 7:15,NaN
2016-07-12 7:30,2.139,2017-07-12 7:30,NaN,2018-07-12 7:30,2.162,2019-07-12 7:30,1.459,2020-07-12 7:30,NaN
2016-07-12 7:45,2.136,2017-07-12 7:45,NaN,2018-07-12 7:45,2.166,2019-07-12 7:45,1.449,2020-07-12 7:45,NaN
2016-07-12 8:00,2.137,2017-07-12 8:00,NaN,2018-07-12 8:00,2.17,2019-07-12 8:00,1.449,2020-07-12 8:00,NaN
2016-07-12 8:15,2.138,2017-07-12 8:15,NaN,2018-07-12 8:15,2.159,2019-07-12 8:15,1.453,2020-07-12 8:15,NaN
2016-07-12 8:30,2.141,2017-07-12 8:30,NaN,2018-07-12 8:30,2.165,2019-07-12 8:30,1.458,2020-07-12 8:30,NaN
2016-07-12 8:45,2.141,2017-07-12 8:45,NaN,2018-07-12 8:45,2.164,2019-07-12 8:45,1.451,2020-07-12 8:45,NaN
2016-07-12 9:00,2.139,2017-07-12 9:00,NaN,2018-07-12 9:00,2.159,2019-07-12 9:00,1.452,2020-07-12 9:00,NaN
2016-07-12 9:15,2.135,2017-07-12 9:15,NaN,2018-07-12 9:15,2.158,2019-07-12 9:15,1.453,2020-07-12 9:15,NaN
2016-07-12 9:30,2.138,2017-07-12 9:30,NaN,2018-07-12 9:30,2.157,2019-07-12 9:30,1.454,2020-07-12 9:30,NaN
2016-07-12 9:45,2.139,2017-07-12 9:45,NaN,2018-07-12 9:45,2.171,2019-07-12 9:45,1.453,2020-07-12 9:45,NaN
2016-07-12 10:00,2.136,2017-07-12 10:00,NaN,2018-07-12 10:00,2.178,2019-07-12 10:00,1.458,2020-07-12 10:00,NaN
2016-07-12 10:15,2.14,2017-07-12 10:15,NaN,2018-07-12 10:15,2.166,2019-07-12 10:15,1.455,2020-07-12 10:15,NaN
2016-07-12 10:30,2.146,2017-07-12 10:30,NaN,2018-07-12 10:30,2.175,2019-07-12 10:30,1.46,2020-07-12 10:30,NaN
2016-07-12 10:45,2.152,2017-07-12 10:45,NaN,2018-07-12 10:45,2.175,2019-07-12 10:45,1.457,2020-07-12 10:45,NaN
2016-07-12 11:00,2.15,2017-07-12 11:00,NaN,2018-07-12 11:00,2.182,2019-07-12 11:00,1.463,2020-07-12 11:00,NaN
2016-07-12 11:15,2.144,2017-07-12 11:15,NaN,2018-07-12 11:15,2.181,2019-07-12 11:15,1.461,2020-07-12 11:15,NaN
2016-07-12 11:30,2.139,2017-07-12 11:30,NaN,2018-07-12 11:30,2.181,2019-07-12 11:30,1.468,2020-07-12 11:30,NaN
2016-07-12 11:45,2.148,2017-07-12 11:45,NaN,2018-07-12 11:45,2.191,2019-07-12 11:45,1.457,2020-07-12 11:45,NaN
2016-07-12 12:00,2.145,2017-07-12 12:00,NaN,2018-07-12 12:00,2.176,2019-07-12 12:00,1.471,2020-07-12 12:00,NaN
2016-07-12 12:15,2.146,2017-07-12 12:15,NaN,2018-07-12 12:15,2.175,2019-07-12 12:15,1.468,2020-07-12 12:15,NaN
